eventid,iyear,imonth,iday,country,country_txt,region_txt,provstate,city,latitude,longitude,summary,crit1,crit2,crit3,doubtterr,success,suicide,attacktype1_txt,attacktype2_txt,attacktype3_txt,targtype1_txt,targsubtype1_txt,natlty1_txt,gname,motive,nperps,nperpcap,claimed,weaptype1_txt,weaptype2_txt,weapdetail,nkill,nkillter,nwound,propextent_txt,nhostkid
-262442869,2016,1,2,217,United States,North America,Oregon,Princeton,43.265841,-118.844083,"01/02/2016: At least 12 armed assailants seized the Malheur National Wildlife Refuge headquarters in Princeton, Oregon, United States. On January 26, 2016, a leader of the group was killed, Ryan Bundy was wounded, and seven leaders, including Ammon and Ryan Bundy, were arrested in a confrontation with authorities approximately 45 miles away from the refuge. The last four assailants at the refuge were arrested on February 11, 2016. Citizens for Constitutional Freedom claimed responsibility for the incident and demanded that federal grounds be returned to the ranchers of Harney County. The group also stated that the occupation was carried out in protest to the five year sentence of Dwight and Steven Hammond, two ranchers convicted of arson of federal land.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Government (General),Government Building/Facility/Office,United States,Citizens for Constitutional Freedom,"Citizens for Constitutional Freedom claimed responsibility for the incident and demanded that federal grounds be returned to the ranchers of Harney County. The group also stated that the occupation was carried out in protest to the five year sentence of Dwight and Steven Hammond, two ranchers convicted of arson of federal land.",12.0,11.0,1.0,Firearms,Firearms,"AR-15 automatic rifles and other assault weapons, pistols, rifles, and shotguns were used in the attack.",0.0,0.0,0.0,,
-262392888,2016,1,7,217,United States,North America,Pennsylvania,Philadelphia,40.008171,-75.13549,"01/07/2016: An assailant shot and injured police officer Jesse Hartnett in Philadelphia, Pennsylvania, United States. Hartnett returned fire and injured the assailant as he attempted to flee. The assailant, identified as Edward Archer, stated that he carried out the attack ""in the name of Islam."" Archer also pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0.0,1.0,0.0,Armed Assault,,,Police,Police Security Forces/Officers,United States,Jihadi-inspired extremists,"An unaffiliated individual, identified as Edward Archer, claimed responsibility for the incident and stated that he carried out the attack ""in the name of Islam."" Archer also pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1.0,1.0,1.0,Firearms,,A semiautomatic pistol was used in the attack.,0.0,0.0,2.0,Minor (likely < $1 million),
-262312872,2016,1,15,217,United States,North America,New York,New York City,40.697132,-73.931351,"01/15/2016: Assailants attacked a Muslim civilian from Bangladesh in Bronx, New York City, United States. The civilian was injured in the assault. No group claimed responsibility; however, sources noted that the two assailants shouted ""ISIS, ISIS"" at the victim during the attack.",1,1,1,0.0,1.0,0.0,Unarmed Assault,,,Private Citizens & Property,Religion Identified,Bangladesh,Anti-Muslim extremists,"The specific motive is unknown; however, sources noted that the assailants yelled, ""ISIS, ISIS"" throughout the attack.",2.0,2.0,0.0,Melee,,,0.0,0.0,1.0,,
-261352889,2016,2,11,217,United States,North America,Ohio,Columbus,40.064024,-82.863818,"02/11/2016: A machete-wielding assailant attacked and wounded four people in Nazareth Restaurant & Deli in Columbus, Ohio, United States. Police shot and killed the assailant after he fled the restaurant. No group claimed responsibility for the incident; however sources identified the assailant as Mohamed Barry, who shouted ""Allahu Akbar"" immediately before the attack.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Business,Restaurant/Bar/Café,United States,Muslim extremists,,1.0,0.0,0.0,Melee,,A machete was used in the attack.,1.0,1.0,4.0,,
-261282849,2016,2,18,217,United States,North America,Indiana,Nashville,39.207489,-86.246998,"02/18/2016: An assailant armed with a hatchet attacked Zhang Yue, an 18-year-old Chinese exchange student, in Nashville, Indiana, United States. Yue was injured in the assault. Authorities arrested Dana Ericson, who confessed to the attack, self-identified as a white supremacist, and indicated that his goal was ethnic cleansing. In court Ericson stated that he was ""trying to start a revolution.""",1,1,1,1.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Race/Ethnicity Identified,China,White extremists,"An unaffiliated individual, identified as Dana Ericson, claimed responsibility for the incident and stated that he targeted Zhang Yue because she was Asian and that he intended to carry out ""ethnic cleansing.""",1.0,1.0,1.0,Melee,,A hatchet was used in the attack.,0.0,0.0,1.0,,
-261182843,2016,2,28,217,United States,North America,California,Lake Los Angeles,34.605975,-117.829953,"02/28/2016: Three assailants armed with knives attacked a group of Hispanic teenagers playing soccer at Stephen Sorensen Park in Lake Los Angeles, California, United States. At least two people suffered minor injuries in the assault. The three assailants, identified as Ian Justine Plankey, Richard Lawrence Daulton, and Kevin Matthew Stewart, were arrested following the incident. During the attack, they shouted white supremacist statements and racial slurs, including ""Heil Hitler, AV Skins.""",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Race/Ethnicity Identified,United States,White extremists,"The specific motive is unknown; however, sources noted that the three assailants yelled ""Heil Hitler, AV skins,"" during the attack.",3.0,3.0,0.0,Melee,Melee,Knives were used in the attack.,0.0,0.0,3.0,,
-260162843,2016,3,30,217,United States,North America,Massachusetts,Tyngsborough,42.691279,-71.438679,"03/30/2016: An assailant attempted to cut and set fire to power lines in Tyngsborough, Massachusetts, United States. The power lines were not damaged but the device started a fire in the nearby bushes. Danny M. Kelly claimed responsibility for the incident and demanded change within the court system.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Utilities,Electricity,United States,Court Reform extremists,"An unaffiliated individual, identified as Danny M. Kelly, claimed responsibility for the incident and demanded change within the court system.",1.0,1.0,1.0,Incendiary,,Homemade incendiary devices containing thermite were used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-259252857,2016,4,21,217,United States,North America,Idaho,Bonners Ferry,48.684131,-116.316826,"04/21/2016: Assailants set fire to St. Ann's Catholic Church in Bonners Ferry, Idaho, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Major (likely >= $1 million but < $1 billion),
-259202869,2016,4,26,217,United States,North America,Massachusetts,Haverhill,42.7678,-71.04865,"04/26/2016: Assailants set fire to Riverside Church in Haverhill, Massachusetts, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-258212857,2016,5,25,217,United States,North America,Washington,Vancouver,45.672237,-122.658793,"05/25/2016: Assailants set fire to the First Congregational Church in Vancouver, Washington, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Major (likely >= $1 million but < $1 billion),
-258212851,2016,5,25,217,United States,North America,California,Modesto,37.664764,-120.994427,"05/25/2016: Assailants threw an incendiary device at the Planned Parenthood Modesto Heath Center in Modesto, California, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Abortion Related,Clinics,United States,Unknown,,-99.0,0.0,0.0,Incendiary,,A thrown gas can was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-258202860,2016,5,26,217,United States,North America,Washington,Vancouver,45.710821,-122.635039,"05/26/2016: Assailants set fire to the Liberty Bible Church in Vancouver, Washington, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-257412830,2016,6,5,217,United States,North America,New York,New York City,40.697132,-73.931351,"06/05/2016: An assailant threw a Molotov cocktail at St. Paul's Memorial Church in Staten Island, New York City, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,1.0,0.0,0.0,Incendiary,,A Molotov cocktail was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-257372878,2016,6,9,217,United States,North America,New York,New York City,40.697132,-73.931351,"06/09/2016: An assailant threw a Molotov cocktail at First Central Baptist Church in Staten Island, New York City, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,1.0,0.0,0.0,Incendiary,,A Molotov cocktail was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-257342911,2016,6,12,217,United States,North America,Florida,Orlando,28.519601,-81.376794,"06/12/2016: An assailant armed with an assault rifle and a handgun opened fire on customers at Pulse, a gay nightclub, in Orlando, Florida, United States. The assailant then held an unknown number of people hostage inside the nightclub for three hours. At least 49 people were killed and 53 people were injured during the attack before the assailant was killed by police officers, who also rescued 30 hostages. The assailant, identified as Omar Mateen, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). Additionally, Mateen stated that he carried out the attack in retaliation for U.S. airstrikes in Iraq and Syria. The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Omar Mateen's connection to ISIL could not be confirmed.",1,1,1,0.0,1.0,0.0,Hostage Taking (Barricade Incident),Armed Assault,,Business,Entertainment/Cultural/Stadium/Casino,United States,Jihadi-inspired extremists,"An unaffiliated individual, identified as Omar Mateen, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). Additionally, Mateen stated that he carried out the attack in retaliation for United States (US) airstrikes in Iraq and Syria.",1.0,0.0,1.0,Firearms,Firearms,A Sig Sauer MCX assault rifle and a Glock 17 handgun were used in the attack.,50.0,1.0,53.0,Minor (likely < $1 million),-99.0
-257282875,2016,6,18,217,United States,North America,Nevada,Las Vegas,36.211296,-115.247536,"06/18/2016: An assailant attempted to assassinate presidential candidate Donald Trump at a campaign rally in Las Vegas, Nevada, United States. The assailant was arrested as he tried to remove a gun from the holster of a police officer. Michael Steven Sandford claimed responsibility for the incident. Sandford stated that he targeted Trump because he believed ""somebody had to stand up for America"" and told the Secret Service that he had planned for over a year to assassinate Trump.",1,1,1,0.0,0.0,0.0,Assassination,,,Private Citizens & Property,Political Party Member/Rally,United States,Anti-Trump extremists,"An unaffiliated individual, identified as Michael Steven Sandford, claimed responsibility for the incident and stated that he targeted Donald Trump because he believed ""somebody had to stand up for America.""",1.0,1.0,1.0,Firearms,,A handgun was used in the attack.,0.0,0.0,0.0,,
-257272862,2016,6,19,217,United States,North America,Virginia,Stephens City,39.111992,-78.193905,"06/19/2016: An explosive device was discovered and safely defused at Life Church in Stephens City, Virginia, United States. No group claimed responsibility for the incident.",1,1,1,0.0,0.0,0.0,Bombing/Explosion,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,-99.0,0.0,0.0,Explosives,,An explosives-laden package was used in the attack.,0.0,0.0,0.0,,
-256422864,2016,7,4,217,United States,North America,Missouri,St. Louis,38.656298,-90.413024,"07/04/2016: Assailants attempted to set fire to a building that formerly housed the Temple Israel House in St. Louis, Missouri, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources suspected that the assailants may be members of the Black Hebrew Israelites.",1,1,1,0.0,0.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Black Hebrew Israelites,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-256412868,2016,7,5,217,United States,North America,Missouri,St. Louis,38.70333,-90.248796,"07/05/2016: Assailants set fire to the Greater St. Paul Missionary Baptist Church in St. Louis, Missouri, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources suspected that the assailants may be members of the Black Hebrew Israelites.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Black Hebrew Israelites,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-256402878,2016,7,6,217,United States,North America,Missouri,St. Louis,38.608081,-90.224879,"07/06/2016: Assailants attempted to set fire to the Church of Christ in St. Louis, Missouri, United States. Assailants also spray painted ""Stop Preaching False Doctrine"" and ""America is Sodom and Gomorrah."" No group claimed responsibility for the incident; however, sources suspected the involvement of the Black Hebrew Israelites.",1,1,1,0.0,0.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Black Hebrew Israelites,"The specific motive is unknown; however, sources noted that the assailants wrote ""Stop Preaching False Doctrine"" and  ""America is Sodom and Gomorrah"" on the church.",-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,,
-256392911,2016,7,7,217,United States,North America,Texas,Dallas,32.779578,-96.804259,"07/07/2016: An assailant opened fire on police officers at a Black Lives Matter protest in Dallas, Texas, United States. Five police officers were killed and nine people, including officers and civilians, were injured in the attack. The assailant was killed during a standoff with police forces following the shooting. Micah Xavier Johnson claimed responsibility for the incident and stated that he ""wanted to kill white people.""",1,1,1,0.0,1.0,0.0,Armed Assault,,,Police,Police Security Forces/Officers,United States,Anti-White extremists,"An unaffiliated individual, identified as Micah Xavier Johnson, claimed responsibility for the incident and stated that he ""wanted to kill white people, especially white officers.""",1.0,0.0,1.0,Firearms,Firearms,"An SKS rifle, a Glock 19 Gen4 pistol, and a Fraser .25-caliber handgun were used in the attack",6.0,1.0,9.0,Minor (likely < $1 million),
-256392896,2016,7,7,217,United States,North America,Tennessee,Bristol,36.58886,-82.185961,"07/07/2016: An assailant opened fire on police officers and civilians in Bristol, Tennessee, United States. One person was killed and four others, including a police officer and the assailant, were injured in the attack. Lakeem Keon Scott claimed responsibility for the incident and stated that he carried out the attack because he was upset with the deaths of African Americans by authorities in Louisiana and Minnesota. Additionally, witnesses reported Scott shouting, ""Police suck! Black lives matter!"" during the attack.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Police,Police Security Forces/Officers,United States,Anti-Police extremists,"An unaffiliated individual, identified as Lakeem Keon Scott, claimed responsibility for the incident and stated that he carried out the attack because he was upset with the deaths of African Americans by authorities in Louisiana and Minnesota. Sources also noted that Scott yelled ""Police suck! Black lives matter!"" during the attack.",1.0,1.0,1.0,Firearms,Firearms,An AR-15 and a .45-caliber pistol were used in the attack.,1.0,0.0,4.0,Minor (likely < $1 million),
-256392894,2016,7,7,217,United States,North America,Texas,College Station,30.62228,-96.347518,"07/07/2016: An assailant opened fire on an Islamic Community center in College Station, Texas, United States. There were no reported casualties in the assault. No group claimed responsibility; however, sources suspected that the attack was carried out by anti-Muslim extremists.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Affiliated Institution,United States,Anti-Muslim extremists,"The specific motive is unknown; however, sources suspected that the attack may have been the result of Islamophobia.",1.0,0.0,0.0,Firearms,,,0.0,0.0,0.0,Minor (likely < $1 million),
-256372890,2016,7,9,217,United States,North America,Texas,San Antonio,29.406786,-98.481201,"07/09/2016: An assailant opened fire on a police station in San Antonio, Texas, United States. There were no casualties in the attack. No group claimed responsibility for the incident.",0,1,1,1.0,1.0,0.0,Armed Assault,,,Police,"Police Building (headquarters, station, school)",United States,Unknown,,1.0,0.0,0.0,Firearms,,,0.0,0.0,0.0,Minor (likely < $1 million),
-256292907,2016,7,17,217,United States,North America,Louisiana,Baton Rouge,30.433483,-91.080857,"07/17/2016: An assailant opened fire on police in Baton Rouge, Louisiana, United States. Four people, including three police officers and the assailant, were killed and three officers were injured in the assault. Gavin Long, an anti-police extremist, claimed responsibility for the incident and stated that ""he needed to bring destruction 'upon bad cops as well as good cops' because of what he saw as the justice system's failure to prosecute bad police officers who commit crimes against 'my people.'""",1,1,1,0.0,1.0,0.0,Armed Assault,,,Police,Police Security Forces/Officers,United States,Anti-Police extremists,"Gavin Long, an anti-police extremist, claimed responsibility for the incident and stated that ""he needed to bring destruction 'upon bad cops as well as good cops' because of what he saw as the justice system's failure to prosecute bad police officers who commit crimes against 'my people.'""",1.0,0.0,1.0,Firearms,Firearms,A IWA Tavor SAR 5.56-caliber rifle and Springfield XD 9.9-mm pistol were used in the attack.,4.0,1.0,3.0,,
-256292890,2016,7,17,217,United States,North America,Florida,Daytona Beach,29.200533,-81.034508,"07/17/2016: An assailant threw an incendiary device at a parked police vehicle in Daytona Beach, Florida, United States. There were no reported casualties in the attack. An unknown anti-police extremist group claimed responsibility for the incident in a note left at the scene and stated ""Black Lives Matter"" while also mentioning Alton Sterling and Philando Castile.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Police,Police Patrol (including vehicles and convoys),United States,Anti-Police extremists,"An unknown group or individual claimed responsibility for the incident in a note left at the scene and stated ""Black Lives Matter"" and mentioned Alton Sterling and Philando Castile.",1.0,0.0,1.0,Incendiary,,A Molotov cocktail was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-256282842,2016,7,17,217,United States,North America,Florida,Tampa,28.011485,-82.373941,"07/17/2016: Assailants set fire to the Islamic Education Center in Tampa, Florida, United States. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Educational Institution,School/University/Educational Building,United States,Unknown,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-256212864,2016,7,25,217,United States,North America,Nevada,Las Vegas,36.211296,-115.247536,"07/25/2016: An assailant set fire to a Mormon church in Las Vegas, Nevada, United States. There were no reported casualties. This was one of two related arson attacks in Las Vegas on this date. No group claimed responsibility for the incidents.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,1.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-256212863,2016,7,25,217,United States,North America,Nevada,Las Vegas,36.211296,-115.247536,"07/25/2016: An assailant set fire to a firefighters' union hall in Las Vegas, Nevada, United States. There were no reported casualties. This was one of two related arson attacks in Las Vegas on this date. No group claimed responsibility for the incidents.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Other,Fire Fighter/Truck,United States,Unknown,,1.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-256192854,2016,7,27,217,United States,North America,Florida,Tampa,27.987652,-82.550249,"07/27/2016: Assailants set fire to the Islamic Education Center in Tampa, Florida, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Educational Institution,School/University/Educational Building,United States,Unknown,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-256152862,2016,7,31,217,United States,North America,Iowa,Oskaloosa,41.291673,-92.649359,"07/31/2016: Assailants set fire to a construction site for the Dakota Access pipeline near Oskaloosa, Iowa, United States. There were no casualties in the attack. This was one of three related arson attacks on construction equipment for the pipeline in two days. No group claimed responsibility for the incidents.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Utilities,Oil,United States,Unknown,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-255452885,2016,8,1,217,United States,North America,Iowa,Newton,41.703318,-93.057353,"08/01/2016: Assailants set fire to a construction site for the Dakota Access pipeline west of Newton, Iowa, United States. There were no reported casualties in the attack. This was one of three related arson attacks on construction equipment for the pipeline in two days. No group claimed responsibility for the incidents.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Utilities,Oil,United States,Unknown,"The specific motive is unknown; however, sources noted that there was opposition to the Dakota Access Pipeline.",-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-255452884,2016,8,1,217,United States,North America,Iowa,Reasnor,41.577354,-93.024003,"08/01/2016: Assailants set fire to a construction site for the Dakota Access pipeline southeast of Reasnor, Iowa, United States. There were no reported casualties in the attack. This was one of three related arson attacks on construction equipment for the pipeline in two days. No group claimed responsibility for the incidents.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Utilities,Oil,United States,Unknown,"The specific motive is unknown; however, sources noted that there was opposition to the Dakota Access Pipeline.",-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-255422860,2016,8,4,217,United States,North America,Florida,Tampa,28.032289,-82.408025,"08/04/2016: Assailants set fire to the Masjid Omar mosque in Tampa, Florida, United States. There were no casualties in the attack. This was one of two attacks on the same mosque in 12 hours. No group claimed responsibility for the incident.",1,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,-99.0,0.0,0.0,Incendiary,,Gasoline was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-255412858,2016,8,5,217,United States,North America,Florida,Tampa,28.032289,-82.408025,"08/05/2016: Assailants set fire to the Masjid Omar mosque in Tampa, Florida, United States. There were no casualties in the attack. This was one of two attacks on the same mosque in 12 hours. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,-99.0,0.0,0.0,Incendiary,,Gasoline was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-255372869,2016,8,9,217,United States,North America,New York,New City,41.154049,-73.990929,"08/09/2016: Assailants threw a firecracker at the house of Rabbi Avremel Kotlarsky in New City, New York, United States. There were no reported casualties in the attack. This was one of two coordinated attacks on the same night. No group claimed responsibility for the incidents.",1,1,1,0.0,1.0,0.0,Bombing/Explosion,,,Religious Figures/Institutions,Religious Figure,United States,Unknown,"The specific motive is unknown; however, sources suspected that the attack was anti-Semitic.",4.0,0.0,0.0,Explosives,,A firecracker was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-255372868,2016,8,9,217,United States,North America,New York,New City,41.154049,-73.990929,"08/09/2016: Assailants threw a firecracker at the house of Rabbi Simcha Morgenstern in New City, New York, United States. There were no reported casualties in the attack. This was one of two coordinated attacks on the same night. No group claimed responsibility for the incidents.",1,1,1,0.0,1.0,0.0,Bombing/Explosion,,,Religious Figures/Institutions,Religious Figure,United States,Unknown,"The specific motive is unknown; however, sources suspected that the attack was anti-Semitic.",-99.0,0.0,0.0,Explosives,,A firecracker was used in the attack.,0.0,0.0,0.0,,
-255362813,2016,8,10,217,United States,North America,New York,Endicott,42.095085,-76.059599,"08/10/2016: An assailant set fire to a residence in Endicott, New York, United States. The offender placed gasoline-filled cans throughout the house as obstacles and spray-painted the anti-police message ""lie with pigs, fry like bacon"" on an exterior wall of the house before starting the blaze. The family sleeping inside the house escaped, and no injuries were reported. No group claimed responsibility; however, authorities arrested and charged firefighter Jason T. Stokes with starting the fire at his own house.",0,1,1,1.0,1.0,0.0,Facility/Infrastructure Attack,,,Private Citizens & Property,House/Apartment/Residence,United States,Unknown,"The specific motive is unknown; however, sources noted that the assailant spray-painted ""Lie with pigs, fry like bacon"" on the wall of the targeted house.",1.0,1.0,0.0,Incendiary,,Gasoline was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-255332891,2016,8,13,217,United States,North America,New York,New York City,40.697132,-73.931351,"08/13/2016: Assailants opened fire on an Imam, Maulama Akonjee, and his assistant, Thara Uddin, in Queens, New York City, United States. Akonjee and Uddin were killed in the attack. No group claimed responsibility, though authorities arrested Oscar Morel in connection with the incident.",0,1,1,1.0,1.0,0.0,Armed Assault,,,Religious Figures/Institutions,Religious Figure,United States,Unknown,"The specific motive is unknown; however, sources suspected that the attack may have been carried out in retaliation for the deaths of members of the Hispanic community by alleged Muslims.",1.0,1.0,0.0,Firearms,,,2.0,0.0,0.0,,
-255262870,2016,8,20,217,United States,North America,Virginia,Roanoke,37.27097,-79.941427,"08/20/2016: An assailant stabbed and injured two civilians at an apartment complex in Roanoke, Virginia, United States. The assailant was also injured in the attack. No group claimed responsibility for the incident; however, sources identified the assailant as Wasil Farooqui.",1,1,1,1.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Unnamed Civilian/Unspecified,United States,Unknown,"The specific motive is unknown; however, sources noted that the Federal Bureau of Investigation (FBI) was investigating if the attack was inspired by the Islamic State of Iraq and the Levant (ISIL).",1.0,1.0,0.0,Melee,,A knife was used in the attack.,0.0,0.0,3.0,,
-255232887,2016,8,23,217,United States,North America,Massachusetts,Salem,42.521477,-70.895532,"08/23/2016: An explosive device detonated in a Rainbow Times newspaper box in Salem, Massachusetts, United States. There were no reported casualties in the blast. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Bombing/Explosion,,,Journalists & Media,Newspaper Journalist/Staff/Facility,United States,Unknown,,7.0,0.0,0.0,Explosives,,,0.0,0.0,0.0,Minor (likely < $1 million),
-254442857,2016,9,2,217,United States,North America,Nevada,Las Vegas,36.197294,-115.131528,"09/02/2016: Assailants set fire to the Holy Trinity African Methodist Episcopal Church in Las Vegas, Nevada, United States. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Unknown,,-99.0,0.0,0.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-254342911,2016,9,12,217,United States,North America,Florida,Fort Pierce,27.374522,-80.337837,"09/12/2016: An assailant set fire to the Islamic Center mosque in Fort Pierce, Florida, United States. There were no reported casualties in the attack. Joseph Michael Schreiber was arrested and claimed responsibility for the incident.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Anti-Muslim extremists,"The specific motive is unknown; however, sources noted that Omar Mateen, the assailant who carried out the Orlando attack in June 2016, had attended the targeted mosque. Sources also noted that Joseph Michael Schreiber was Islamophobic.",1.0,1.0,1.0,Incendiary,,,0.0,0.0,0.0,Unknown,
